,war,타수,득점,안타,2루타,3루타,홈런,타점,도루성공,도루실패,4구,사구,고의4구,삼진,병살타,희생타,희생플라이,타율,출루율,장타율,R/ePA,wRC+,rangeRAA,종합 RAA,WAAwoPOS
4908,0.37,334.0,51.0,81.0,10.0,3.0,4.0,18.0,19.0,10.0,28.0,6.0,0.0,57.0,6.0,5.0,1.0,0.243,0.312,0.326,-0.034,73.7,-1.15,-1.15,-0.12
4909,0.32,83.0,7.0,18.0,4.0,0.0,2.0,12.0,1.0,0.0,6.0,0.0,0.0,25.0,1.0,0.0,1.0,0.217,0.267,0.337,-0.052,57.0,-0.03,0.62,0.065
4910,0.29,50.0,3.0,15.0,1.0,1.0,0.0,3.0,0.0,0.0,9.0,2.0,1.0,4.0,2.0,0.0,0.0,0.3,0.426,0.36,0.032,132.3,0.0354149713546199,0.0229627949610356,0.0024279060041577
4911,0.24,12.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.333,0.333,0.833,0.117,209.7,0.0183837890034992,0.0072458899550807,0.0009404215873109
4912,0.21,333.0,30.0,75.0,16.0,1.0,4.0,50.0,3.0,3.0,22.0,12.0,1.0,62.0,6.0,12.0,2.0,0.225,0.295,0.315,-0.053,57.4,-1.16,-1.16,-0.121
4913,0.19,64.0,6.0,10.0,3.0,0.0,3.0,9.0,0.0,0.0,7.0,1.0,0.0,10.0,1.0,1.0,0.0,0.156,0.25,0.344,-0.063,47.6,0.13,0.45,0.047
4914,0.18,86.0,5.0,22.0,4.0,0.0,1.0,12.0,0.0,0.0,14.0,0.0,3.0,12.0,3.0,0.0,0.0,0.256,0.36,0.337,-0.005,99.4,-0.64,-0.64,-0.067
4915,0.18,58.0,10.0,15.0,4.0,0.0,0.0,5.0,3.0,2.0,4.0,1.0,0.0,17.0,1.0,0.0,1.0,0.259,0.313,0.328,-0.029,77.9,0.0474817955451544,0.0244333747977723,0.0027075636782546
4916,0.18,94.0,11.0,23.0,5.0,0.0,4.0,12.0,0.0,0.0,9.0,2.0,0.0,22.0,3.0,0.0,0.0,0.245,0.324,0.426,0.0,103.6,0.0418897549561539,0.0204855664725393,0.0023172918416059
4917,0.15,5.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,1.0,0.205,289.8,0.01,0.02,0.002
4918,0.15,387.0,49.0,101.0,17.0,1.0,5.0,30.0,22.0,8.0,13.0,8.0,3.0,69.0,4.0,7.0,1.0,0.261,0.298,0.349,-0.039,68.9,0.0490233224723675,0.0228016340550923,0.0025913774998681
4919,0.14,135.0,11.0,37.0,4.0,0.0,4.0,17.0,0.0,1.0,13.0,0.0,1.0,24.0,5.0,0.0,2.0,0.274,0.333,0.393,-0.001,102.6,0.0433655198349059,0.0209185902911608,0.0023881010333104
4920,0.12,59.0,11.0,13.0,3.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,0.22,0.303,0.271,-0.044,64.3,-0.14,-0.34,-0.035
4921,0.11,20.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.25,0.286,0.3,-0.047,64.6,-0.04,-0.16,-0.016
4922,0.11,61.0,10.0,13.0,2.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,3.0,0.0,0.213,0.284,0.295,-0.052,58.7,0.0526157664036146,0.0249200664037239,0.0028267658357122
4923,0.09,74.0,3.0,16.0,5.0,1.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,13.0,1.0,3.0,0.0,0.216,0.301,0.311,-0.033,75.3,-0.55,-0.55,-0.057
4924,0.09,141.0,20.0,35.0,6.0,2.0,1.0,14.0,7.0,1.0,9.0,5.0,1.0,51.0,2.0,2.0,1.0,0.248,0.314,0.34,-0.035,72.9,0.0495865362399398,0.0215311760797645,0.0025158298720526
4925,0.07,27.0,13.0,3.0,0.0,1.0,0.0,2.0,13.0,3.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.111,0.25,0.185,-0.095,17.6,0.0616620729411151,0.0287763744466731,0.0032564704987429
4926,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.576,625.5,-0.047243176461331,-0.0092299093558099,-0.0009151030403118
4927,0.06,108.0,14.0,25.0,7.0,0.0,6.0,16.0,1.0,1.0,5.0,4.0,0.0,30.0,3.0,2.0,1.0,0.231,0.288,0.463,-0.018,88.1,0.46,0.46,0.048
4928,0.06,193.0,22.0,54.0,8.0,1.0,3.0,20.0,2.0,2.0,11.0,0.0,3.0,22.0,7.0,2.0,2.0,0.28,0.316,0.378,-0.017,88.9,-0.96,-0.96,-0.101
4929,0.06,62.0,18.0,15.0,1.0,2.0,1.0,8.0,5.0,1.0,2.0,3.0,0.0,21.0,0.0,1.0,0.0,0.242,0.299,0.371,-0.04,67.9,-0.12,-0.12,-0.012
4930,0.05,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.111,204.7,0.01,0.01,0.001
4931,0.05,77.0,7.0,20.0,6.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,0.26,0.305,0.377,-0.013,92.0,0.93,0.93,0.097
4932,0.05,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.333,0.5,0.333,0.089,184.2,0.0329295748589543,0.0196489786713737,0.0022460028110572
4933,0.05,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.222,0.3,0.333,-0.024,84.0,0.0495437851660443,0.022746127007674,0.0026441793610392
4934,0.05,77.0,6.0,17.0,5.0,0.0,1.0,10.0,0.0,0.0,5.0,1.0,1.0,17.0,0.0,1.0,0.0,0.221,0.277,0.325,-0.054,56.3,0.52,0.52,0.055
4935,0.04,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.131,222.4,0.0,0.0,0.0
4937,0.02,51.0,9.0,12.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,6.0,3.0,0.0,0.0,0.235,0.328,0.314,-0.015,90.6,0.48,0.48,0.05
4938,0.02,159.0,13.0,39.0,3.0,0.0,4.0,16.0,3.0,3.0,10.0,1.0,0.0,33.0,6.0,3.0,1.0,0.245,0.292,0.34,-0.039,69.2,0.24,-1.65,-0.173
4939,0.01,267.0,26.0,58.0,9.0,1.0,6.0,33.0,1.0,1.0,21.0,6.0,0.0,31.0,12.0,7.0,6.0,0.217,0.283,0.326,-0.053,57.1,3.81,3.81,0.398
4941,0.01,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.333,-0.015,90.0,0.0488665856425564,0.0206113185947828,0.0024723067103945
4942,0.0,18.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.222,0.263,0.278,-0.065,44.8,0.0573639372894364,0.0237090768564674,0.0028148424662428
4943,0.0,203.0,22.0,37.0,6.0,1.0,2.0,17.0,0.0,3.0,22.0,2.0,0.0,53.0,1.0,7.0,1.0,0.182,0.268,0.251,-0.074,38.3,0.0586498577646581,0.0244032551013505,0.0028857444195044
4944,0.0,108.0,5.0,25.0,8.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,13.0,5.0,2.0,1.0,0.231,0.263,0.306,-0.057,52.6,-0.07,0.66,0.069
4945,-0.01,52.0,6.0,10.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,13.0,1.0,2.0,0.0,0.192,0.25,0.288,-0.079,34.7,0.72,0.72,0.075
4947,-0.02,55.0,9.0,14.0,2.0,0.0,0.0,1.0,5.0,5.0,6.0,0.0,0.0,15.0,0.0,2.0,0.0,0.255,0.328,0.291,-0.024,82.7,0.0514267495899042,0.0220089040804349,0.0026309712094312
4948,-0.02,176.0,21.0,48.0,8.0,0.0,8.0,28.0,1.0,1.0,4.0,3.0,1.0,21.0,8.0,0.0,1.0,0.273,0.299,0.455,-0.01,95.2,-1.35,-1.35,-0.141
4949,-0.02,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.131,-15.1,0.0,0.03,0.003
4954,-0.03,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167,0.167,0.333,-0.1,13.6,-0.04,-0.04,-0.005
4957,-0.03,41.0,5.0,10.0,0.0,0.0,1.0,6.0,0.0,1.0,3.0,2.0,0.0,15.0,0.0,0.0,0.0,0.244,0.326,0.317,-0.04,67.3,0.0529185029688112,0.0192933692123933,0.0024080636903171
4961,-0.04,44.0,3.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,9.0,0.0,3.0,0.0,0.182,0.265,0.205,-0.086,30.5,0.0615166615987034,0.0256709548121138,0.0030406383734709
4964,-0.05,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4,0.5,0.4,0.037,137.4,-0.01,-0.01,-0.001
4966,-0.06,349.0,41.0,84.0,12.0,3.0,4.0,36.0,11.0,4.0,26.0,4.0,1.0,67.0,14.0,16.0,3.0,0.241,0.298,0.327,-0.039,69.6,-5.62,-5.62,-0.587
4968,-0.07,9.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.222,0.222,0.556,-0.005,99.5,-0.06,-0.06,-0.006
4969,-0.07,86.0,5.0,17.0,2.0,0.0,0.0,6.0,0.0,1.0,11.0,2.0,1.0,12.0,1.0,2.0,0.0,0.198,0.303,0.221,-0.069,43.5,0.49,0.49,0.051
4973,-0.09,35.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.257,0.297,0.286,-0.067,43.3,-0.08,-0.08,-0.008
4974,-0.1,16.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.188,0.235,0.188,-0.112,12.5,0.25,0.25,0.026
4975,-0.1,39.0,2.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,1.0,0.0,0.231,0.268,0.282,-0.071,40.8,-0.02,0.24,0.025
4979,-0.12,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.133,0.188,0.133,-0.153,-34.3,0.0743195570331479,0.0271474471384164,0.0033102214083887
4980,-0.13,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.2,-0.18,-58.8,-0.09,-0.09,-0.009
4982,-0.14,19.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.263,0.3,0.368,-0.043,65.2,0.03,-0.19,-0.02
4984,-0.15,41.0,5.0,8.0,2.0,0.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,13.0,1.0,0.0,0.0,0.195,0.25,0.317,-0.064,45.9,-0.03,-0.03,-0.004
4985,-0.15,87.0,11.0,20.0,1.0,1.0,0.0,5.0,0.0,1.0,9.0,4.0,0.0,23.0,1.0,4.0,1.0,0.23,0.327,0.264,-0.05,60.3,-0.67,-0.67,-0.07
4986,-0.17,27.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.185,0.214,0.296,-0.084,34.9,0.3,0.3,0.031
4987,-0.17,33.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,0.182,0.27,0.212,-0.078,33.2,0.063524670365322,0.0226249294567877,0.0028570038515699
4988,-0.17,204.0,26.0,40.0,11.0,0.0,5.0,19.0,4.0,4.0,43.0,1.0,4.0,40.0,10.0,1.0,1.0,0.196,0.337,0.324,-0.018,87.9,0.0528447174110887,0.0171186176653549,0.002290989777077
4989,-0.17,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.1,0.1,-0.217,-92.7,0.06,0.06,0.007
4990,-0.18,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.143,0.143,0.143,-0.18,-58.8,0.0792650700796557,0.0259443865989386,0.0032735914555054
4991,-0.18,132.0,14.0,26.0,4.0,1.0,3.0,14.0,3.0,1.0,7.0,6.0,1.0,24.0,5.0,6.0,0.0,0.197,0.269,0.311,-0.076,37.7,0.24,0.51,0.054
4993,-0.18,23.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.174,0.24,0.174,-0.114,0.6,-0.04,-0.04,-0.004
4994,-0.19,72.0,8.0,13.0,3.0,1.0,0.0,6.0,0.0,0.0,8.0,2.0,0.0,19.0,1.0,1.0,1.0,0.181,0.277,0.25,-0.073,38.5,0.0622533237386523,0.0201798032271403,0.002642534424773
4995,-0.19,43.0,3.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,0.163,0.217,0.186,-0.385,-4.2,-0.14,-0.14,-0.015
4999,-0.22,54.0,5.0,11.0,2.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,15.0,0.0,3.0,0.0,0.204,0.232,0.296,-0.378,26.1,-0.7,-0.7,-0.073
5000,-0.22,27.0,1.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.185,0.226,0.259,-0.096,17.3,-0.07,-0.07,-0.007
5001,-0.22,39.0,4.0,8.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,0.205,0.22,0.231,-0.111,5.7,0.52,0.52,0.055
5002,-0.22,106.0,14.0,20.0,3.0,0.0,0.0,10.0,3.0,1.0,11.0,6.0,1.0,23.0,2.0,6.0,0.0,0.189,0.301,0.217,-0.08,35.1,0.91,0.91,0.095
5003,-0.22,167.0,18.0,33.0,8.0,2.0,1.0,12.0,2.0,2.0,19.0,9.0,0.0,34.0,2.0,7.0,2.0,0.198,0.31,0.287,-0.054,56.7,-2.43,-2.43,-0.253
5004,-0.23,43.0,1.0,7.0,1.0,1.0,1.0,6.0,0.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.163,0.25,0.302,-0.077,33.9,-0.08,-0.08,-0.008
5005,-0.23,37.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,8.0,2.0,2.0,1.0,0.108,0.292,0.135,-0.087,28.1,0.07,-0.48,-0.05
5006,-0.24,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.1,0.182,0.1,-0.168,-48.4,0.0793153724229443,0.0257753735850925,0.003291331920899
5007,-0.24,22.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.136,0.174,0.182,-0.15,-32.0,-0.02,-0.02,-0.003
5008,-0.25,197.0,21.0,44.0,6.0,0.0,5.0,35.0,2.0,0.0,22.0,4.0,2.0,23.0,10.0,7.0,1.0,0.223,0.313,0.33,-0.036,72.1,0.0567573570745932,0.0152664061257771,0.0022000895462834
5009,-0.28,57.0,8.0,10.0,2.0,0.0,1.0,6.0,0.0,0.0,3.0,1.0,0.0,8.0,1.0,1.0,1.0,0.175,0.226,0.263,-0.101,13.7,0.52,0.52,0.054
5010,-0.3,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.133,0.133,0.133,-0.19,-68.1,-0.04,-0.04,-0.004
5011,-0.31,33.0,9.0,5.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.152,0.263,0.182,-0.099,14.4,0.0694385801897323,0.0203759512241562,0.0027784356765311
5012,-0.32,52.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,15.0,0.0,4.0,0.0,0.173,0.232,0.173,-0.116,5.7,-0.19,-0.19,-0.019
5013,-0.34,88.0,11.0,19.0,3.0,1.0,1.0,11.0,1.0,1.0,9.0,0.0,1.0,9.0,3.0,2.0,3.0,0.216,0.28,0.307,-0.168,53.2,-0.55,-0.55,-0.057
5014,-0.34,27.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.074,0.107,0.148,-0.191,-63.4,0.0837409965989245,0.0240773478971048,0.0032286469605405
5016,-0.36,33.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.121,0.147,0.182,-0.17,-46.0,0.080351533754073,0.0209932563677065,0.0029418837623725
5017,-0.39,18.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.056,0.053,0.056,-0.267,-138.1,-0.16,-0.16,-0.016
5018,-0.39,134.0,12.0,31.0,7.0,0.0,2.0,17.0,0.0,1.0,4.0,1.0,0.0,18.0,3.0,0.0,3.0,0.231,0.254,0.328,-0.065,44.6,-1.17,-1.17,-0.123
5019,-0.41,58.0,8.0,10.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,12.0,3.0,8.0,0.0,0.172,0.2,0.293,-0.102,22.1,-0.24,-0.24,-0.025
5020,-0.41,86.0,19.0,16.0,5.0,0.0,0.0,5.0,9.0,5.0,8.0,2.0,0.0,13.0,2.0,1.0,0.0,0.186,0.271,0.244,-0.076,35.9,0.0672552843350575,0.0162301668744236,0.0024501319185245
5021,-0.42,208.0,26.0,46.0,12.0,2.0,4.0,25.0,2.0,1.0,15.0,2.0,2.0,50.0,5.0,4.0,0.0,0.221,0.28,0.356,-0.044,65.2,-0.25,-0.25,-0.026
5022,-0.43,177.0,18.0,33.0,4.0,0.0,6.0,26.0,0.0,0.0,20.0,1.0,1.0,29.0,11.0,0.0,1.0,0.186,0.271,0.311,-0.061,48.8,0.0645662598416549,0.0131768511483847,0.0021713533704077
5023,-0.43,36.0,5.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,16.0,2.0,0.0,0.0,0.222,0.282,0.25,-0.093,19.8,-0.07,-0.07,-0.008
5024,-0.46,82.0,5.0,15.0,3.0,0.0,0.0,6.0,0.0,0.0,7.0,1.0,0.0,18.0,4.0,4.0,1.0,0.183,0.253,0.22,-0.092,23.8,-0.21,-0.21,-0.022
5025,-0.47,76.0,7.0,17.0,3.0,1.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,19.0,5.0,2.0,2.0,0.224,0.256,0.289,-0.069,42.6,0.59,0.59,0.062
5026,-0.48,28.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0,0.0,2.0,0.071,0.176,0.179,-0.148,-30.5,-0.19,-0.19,-0.02
5027,-0.5,103.0,16.0,21.0,2.0,1.0,2.0,8.0,0.0,1.0,5.0,0.0,0.0,25.0,3.0,1.0,0.0,0.204,0.241,0.301,-0.078,33.9,0.68,0.68,0.071
5028,-0.54,45.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.156,0.174,0.178,-0.149,-31.4,-0.02,-0.06,-0.006
5029,-0.55,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,1.0,0.0,0.071,0.161,0.071,-0.182,-55.7,0.0875622788624806,0.0217341251012672,0.0031636681728049
5030,-0.57,91.0,6.0,15.0,4.0,0.0,2.0,6.0,1.0,0.0,11.0,1.0,0.0,30.0,2.0,0.0,2.0,0.165,0.257,0.275,-0.152,35.2,0.0701571166753243,0.0120448113858694,0.0021888683443285
5031,-0.61,61.0,9.0,9.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,17.0,3.0,0.0,2.0,0.148,0.194,0.213,-0.135,-18.1,0.58,0.58,0.06
5032,-0.65,289.0,25.0,68.0,11.0,1.0,3.0,26.0,0.0,2.0,14.0,7.0,0.0,44.0,6.0,2.0,5.0,0.235,0.283,0.311,-0.057,53.0,1.97,1.97,0.206
5033,-0.65,63.0,8.0,10.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,18.0,4.0,1.0,0.0,0.159,0.209,0.302,-0.1,14.1,0.0747737720530427,0.009942239545861,0.0020811835046189
5034,-0.68,68.0,2.0,14.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,9.0,3.0,2.0,1.0,0.206,0.225,0.206,-0.119,-1.1,0.35,0.35,0.037
5035,-1.04,155.0,16.0,26.0,4.0,0.0,1.0,9.0,1.0,0.0,14.0,0.0,0.0,44.0,2.0,2.0,4.0,0.168,0.231,0.213,-0.104,10.9,1.09,1.09,0.114
5036,-1.86,253.0,23.0,44.0,6.0,0.0,1.0,18.0,3.0,2.0,13.0,2.0,0.0,25.0,6.0,10.0,4.0,0.174,0.217,0.209,-0.118,0.9,2.33,2.33,0.243
5037,7.2,470.0,83.0,168.0,34.0,5.0,9.0,89.0,13.0,8.0,80.0,5.0,1.0,40.0,12.0,0.0,2.0,0.357,0.454,0.509,0.099,191.3,-5.28,-5.28,-0.543
5038,7.09,410.0,81.0,133.0,27.0,1.0,31.0,92.0,2.0,0.0,64.0,5.0,4.0,67.0,8.0,0.0,5.0,0.324,0.417,0.622,0.094,186.6,6.17,6.17,0.635
5039,5.27,370.0,57.0,117.0,17.0,2.0,4.0,41.0,5.0,6.0,63.0,1.0,1.0,37.0,6.0,5.0,3.0,0.316,0.414,0.405,0.048,147.1,6.93,6.93,0.713
5040,5.24,417.0,62.0,130.0,24.0,6.0,0.0,38.0,28.0,9.0,47.0,3.0,1.0,37.0,4.0,6.0,0.0,0.312,0.385,0.398,0.032,133.4,5.39,5.39,0.555
5041,5.19,462.0,79.0,151.0,27.0,3.0,10.0,81.0,31.0,3.0,37.0,11.0,0.0,81.0,6.0,4.0,11.0,0.327,0.382,0.463,0.038,138.3,-8.85,-8.85,-0.911
5042,4.85,435.0,51.0,127.0,25.0,1.0,19.0,82.0,2.0,4.0,49.0,7.0,1.0,77.0,13.0,0.0,10.0,0.292,0.365,0.485,0.033,134.5,-1.49,-0.83,-0.085
5043,4.82,472.0,96.0,116.0,25.0,3.0,22.0,79.0,25.0,5.0,63.0,5.0,4.0,78.0,8.0,1.0,5.0,0.246,0.338,0.451,0.007,112.2,-0.0531307072784696,0.1118726233657604,0.0071672069460018
5044,4.8,396.0,66.0,126.0,26.0,2.0,19.0,72.0,5.0,6.0,69.0,3.0,4.0,66.0,14.0,0.0,3.0,0.318,0.42,0.538,0.084,178.2,-4.37,-4.37,-0.45
5045,4.77,434.0,80.0,120.0,21.0,3.0,19.0,77.0,12.0,1.0,61.0,9.0,0.0,50.0,18.0,0.0,4.0,0.276,0.374,0.47,0.033,134.3,9.37,9.37,0.965
5046,4.55,435.0,73.0,131.0,23.0,0.0,18.0,94.0,0.0,1.0,62.0,18.0,4.0,56.0,9.0,0.0,12.0,0.301,0.4,0.478,0.041,141.1,-5.66,-5.66,-0.582
5047,4.44,406.0,77.0,133.0,24.0,1.0,12.0,61.0,19.0,8.0,41.0,17.0,2.0,58.0,7.0,10.0,2.0,0.328,0.41,0.48,0.054,151.2,-7.31,-7.31,-0.753
5048,4.1,416.0,65.0,116.0,27.0,1.0,14.0,64.0,2.0,3.0,61.0,12.0,1.0,84.0,15.0,8.0,2.0,0.279,0.385,0.45,0.033,134.4,5.45,5.45,0.561
5049,4.08,384.0,68.0,106.0,24.0,0.0,19.0,71.0,3.0,0.0,48.0,6.0,2.0,76.0,9.0,0.0,2.0,0.276,0.364,0.487,0.032,133.9,6.74,6.74,0.694
5050,4.07,423.0,45.0,140.0,19.0,2.0,8.0,63.0,8.0,1.0,25.0,4.0,5.0,35.0,16.0,3.0,5.0,0.331,0.37,0.442,0.025,127.7,-0.0404706743787358,0.0968198850036852,0.0063381747773051
5051,3.97,372.0,59.0,118.0,19.0,1.0,12.0,58.0,18.0,6.0,48.0,4.0,4.0,44.0,10.0,1.0,3.0,0.317,0.398,0.47,0.049,147.7,-2.0,-2.0,-0.206
5052,3.9,491.0,73.0,154.0,20.0,4.0,8.0,58.0,40.0,20.0,46.0,3.0,1.0,53.0,9.0,6.0,4.0,0.314,0.373,0.42,0.027,129.3,-8.91,-8.91,-0.917
5053,3.89,363.0,55.0,112.0,12.0,2.0,18.0,104.0,2.0,2.0,63.0,12.0,5.0,54.0,11.0,0.0,13.0,0.309,0.415,0.501,0.053,151.5,-5.7,-5.7,-0.587
5054,3.8,460.0,68.0,130.0,25.0,2.0,30.0,111.0,2.0,1.0,48.0,3.0,6.0,100.0,10.0,0.0,2.0,0.283,0.353,0.541,0.041,140.7,-4.85,-4.85,-0.499
5055,3.77,216.0,29.0,75.0,17.0,1.0,7.0,35.0,1.0,0.0,40.0,2.0,1.0,26.0,5.0,0.0,1.0,0.347,0.452,0.532,0.103,194.3,1.28,1.28,0.132
5056,3.67,344.0,55.0,105.0,14.0,4.0,0.0,30.0,21.0,8.0,51.0,3.0,1.0,50.0,3.0,4.0,2.0,0.305,0.398,0.369,0.03,131.3,2.47,2.47,0.255
5057,3.65,458.0,98.0,138.0,14.0,5.0,0.0,28.0,47.0,8.0,52.0,4.0,2.0,53.0,4.0,6.0,2.0,0.301,0.376,0.354,0.01,114.6,-7.5,-7.5,-0.772
5058,3.52,427.0,84.0,114.0,15.0,3.0,9.0,70.0,39.0,9.0,74.0,14.0,0.0,109.0,10.0,7.0,6.0,0.267,0.388,0.379,0.016,120.0,-6.64,-6.64,-0.683
5059,3.37,304.0,44.0,83.0,17.0,0.0,7.0,36.0,6.0,4.0,48.0,6.0,0.0,64.0,8.0,7.0,5.0,0.273,0.377,0.398,0.021,123.4,-0.91,0.72,0.074
5060,3.32,297.0,46.0,92.0,17.0,3.0,10.0,60.0,4.0,3.0,59.0,4.0,2.0,40.0,12.0,0.0,4.0,0.31,0.426,0.488,0.073,168.9,-0.0327108356077707,0.0794588295575759,0.0052686793127133
5061,3.23,370.0,46.0,109.0,27.0,3.0,7.0,52.0,7.0,2.0,39.0,0.0,1.0,79.0,6.0,3.0,9.0,0.295,0.354,0.441,0.023,126.0,-0.0230223294531666,0.0808076890573585,0.0055089500580221
5062,2.8,332.0,28.0,81.0,12.0,3.0,5.0,38.0,5.0,4.0,44.0,3.0,0.0,50.0,9.0,9.0,3.0,0.244,0.335,0.343,-0.016,92.1,7.87,7.87,0.81
