,war,타수,득점,안타,2루타,3루타,홈런,타점,도루성공,도루실패,4구,사구,고의4구,삼진,병살타,희생타,희생플라이,타율,출루율,장타율,R/ePA,wRC+,rangeRAA,종합 RAA,WAAwoPOS
6725,0.08,73.0,7.0,20.0,2.0,0.0,3.0,9.0,0.0,0.0,4.0,2.0,0.0,29.0,2.0,0.0,0.0,0.274,0.329,0.425,-0.031,81.1,0.0464988169744412,0.0165071129137791,0.0020548535955941
6726,0.08,108.0,16.0,30.0,4.0,0.0,7.0,25.0,0.0,0.0,8.0,3.0,1.0,27.0,9.0,0.0,2.0,0.278,0.339,0.509,0.012,112.9,-0.79,-0.62,-0.055
6727,0.08,65.0,7.0,17.0,3.0,0.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,15.0,1.0,2.0,1.0,0.262,0.29,0.354,-0.081,45.6,0.6,0.81,0.072
6728,0.08,10.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.364,0.3,-0.052,65.5,0.09,0.52,0.047
6729,0.07,48.0,4.0,11.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.229,0.245,0.292,-0.117,16.8,0.72,1.66,0.148
6730,0.07,16.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.125,0.222,0.313,-0.106,25.3,0.54,0.37,0.033
6731,0.06,214.0,18.0,45.0,7.0,0.0,0.0,12.0,2.0,0.0,21.0,3.0,0.0,46.0,5.0,6.0,2.0,0.21,0.288,0.243,-0.097,33.5,11.22,11.46,1.024
6732,0.06,20.0,6.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,2.0,0.2,0.28,0.4,-0.029,83.4,0.91,0.75,0.067
6733,0.06,43.0,13.0,8.0,1.0,1.0,1.0,3.0,2.0,4.0,9.0,0.0,0.0,23.0,1.0,0.0,0.0,0.186,0.327,0.326,-0.059,60.3,0.26,0.61,0.054
6734,0.06,12.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.25,0.25,0.333,-0.027,84.0,0.0,-0.26,-0.023
6735,0.06,91.0,8.0,16.0,7.0,0.0,1.0,6.0,0.0,0.0,7.0,5.0,0.0,29.0,3.0,3.0,0.0,0.176,0.272,0.286,-0.094,36.0,-0.09,3.39,0.303
6736,0.04,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.333,1.333,0.241,284.4,0.0196887702991096,0.01,0.001
6738,0.03,16.0,2.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.375,0.444,0.375,0.015,115.6,0.0418705607246963,0.0146513047492377,0.0018832384109395
6739,0.03,52.0,6.0,8.0,2.0,0.0,1.0,3.0,2.0,1.0,7.0,1.0,0.0,16.0,1.0,3.0,0.0,0.154,0.267,0.25,-0.102,31.3,2.1,2.32,0.207
6742,0.02,37.0,2.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,11.0,1.0,1.0,0.0,0.243,0.3,0.297,-0.083,43.5,1.08,1.39,0.124
6743,0.02,23.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.174,0.24,0.174,-0.15,-7.9,-0.02,2.28,0.204
6744,0.01,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.4,0.023,121.1,0.0,-0.44,-0.039
6745,0.01,252.0,44.0,70.0,12.0,1.0,1.0,24.0,3.0,2.0,26.0,9.0,0.0,44.0,5.0,7.0,2.0,0.278,0.363,0.345,-0.017,91.8,-3.54,-2.63,-0.235
6746,0.01,66.0,15.0,11.0,2.0,1.0,0.0,4.0,2.0,1.0,13.0,6.0,0.0,20.0,0.0,3.0,0.0,0.167,0.353,0.227,-0.058,62.2,-1.12,-1.82,-0.162
6747,0.01,248.0,33.0,64.0,10.0,0.0,6.0,26.0,10.0,3.0,21.0,7.0,1.0,73.0,2.0,2.0,1.0,0.258,0.332,0.371,-0.035,77.9,4.04,2.98,0.266
6748,0.01,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.101,179.4,-0.13,-0.13,-0.012
6750,-0.01,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,-0.121,14.0,0.0621992948133374,0.0233419305321404,0.0028242204715797
6752,-0.01,265.0,24.0,65.0,12.0,1.0,2.0,25.0,4.0,2.0,14.0,1.0,0.0,39.0,6.0,15.0,3.0,0.245,0.283,0.321,-0.089,41.1,4.58,4.03,0.36
6753,-0.02,22.0,8.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,0.227,0.346,0.318,-0.01,96.5,-0.46,-0.92,-0.083
6754,-0.02,246.0,31.0,66.0,15.0,0.0,5.0,22.0,3.0,5.0,12.0,2.0,0.0,47.0,9.0,12.0,1.0,0.268,0.307,0.39,-0.047,70.4,-0.3,-0.4,-0.036
6755,-0.02,18.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.167,0.286,0.444,-0.044,71.3,0.2,0.22,0.02
6756,-0.02,44.0,3.0,11.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,13.0,2.0,5.0,0.0,0.25,0.283,0.364,-0.059,64.2,2.47,2.78,0.249
6758,-0.02,154.0,37.0,36.0,5.0,3.0,4.0,18.0,6.0,3.0,14.0,1.0,0.0,24.0,0.0,3.0,0.0,0.234,0.302,0.383,-0.031,81.5,0.050048422713588,0.0183082174423523,0.002294200239473
6762,-0.03,29.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.276,0.276,0.276,-0.104,31.0,1.96,0.56,0.05
6766,-0.03,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.333,0.248,289.1,0.0258210060427505,0.0353748844869665,0.0036225651345069
6767,-0.04,18.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.167,0.211,0.167,-0.163,-12.0,0.2,0.54,0.049
6768,-0.04,71.0,13.0,19.0,3.0,1.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,1.0,0.268,0.284,0.338,-0.091,36.1,-0.27,-0.26,-0.023
6769,-0.05,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.333,0.333,0.333,-0.059,60.0,0.0536637314430167,0.0170655745314483,0.0022279359669239
6770,-0.05,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.25,0.25,-0.13,7.4,0.0637923474261431,0.0220256004563911,0.002741619322615
6773,-0.06,31.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.323,0.382,0.452,0.006,108.3,0.33,0.81,0.072
6776,-0.07,38.0,5.0,10.0,1.0,0.0,1.0,6.0,1.0,0.0,5.0,1.0,0.0,9.0,1.0,0.0,1.0,0.263,0.356,0.368,-0.04,74.6,0.0509786358280752,0.0146369978799834,0.0020042889031247
6778,-0.07,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.083,165.8,0.0336897628431869,0.0066829274268057,0.0011726560309838
6779,-0.07,100.0,14.0,29.0,4.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.29,0.33,0.33,-0.045,70.5,-0.28,-1.09,-0.097
6780,-0.07,25.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.24,0.321,0.36,-0.025,85.8,-2.77,-2.43,-0.218
6781,-0.08,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.111,0.111,0.111,-0.151,-8.3,-0.15,0.08,0.007
6785,-0.08,73.0,7.0,19.0,4.0,0.0,2.0,12.0,1.0,0.0,5.0,0.0,0.0,19.0,3.0,1.0,0.0,0.26,0.308,0.397,-0.047,69.7,-0.3,-1.31,-0.117
6787,-0.09,12.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.083,0.154,0.083,-0.145,-3.9,0.1,0.11,0.01
6792,-0.11,60.0,4.0,16.0,1.0,0.0,1.0,3.0,0.0,1.0,6.0,1.0,0.0,18.0,0.0,5.0,1.0,0.267,0.338,0.333,-0.049,69.4,-1.78,-2.32,-0.207
6793,-0.11,183.0,23.0,38.0,7.0,1.0,3.0,19.0,3.0,1.0,14.0,8.0,0.0,55.0,1.0,9.0,1.0,0.208,0.291,0.306,-0.068,55.2,0.89,-5.1,-0.456
6794,-0.11,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.231,0.333,0.231,-0.073,50.0,-0.8,-0.79,-0.07
6795,-0.11,72.0,9.0,19.0,3.0,0.0,2.0,12.0,0.0,1.0,6.0,1.0,0.0,23.0,6.0,6.0,1.0,0.264,0.325,0.389,-0.038,77.6,0.0516524212380717,0.0146176121441968,0.0020291613768106
6796,-0.11,46.0,5.0,11.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,16.0,1.0,0.0,0.0,0.239,0.3,0.283,-0.084,41.1,0.0590454339236562,0.0189234608793003,0.0024645631873128
6797,-0.11,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.125,0.125,0.125,-0.232,-69.2,0.94,1.0,0.09
6798,-0.11,35.0,4.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,1.0,0.171,0.189,0.286,-0.125,13.2,-0.03,-0.24,-0.022
6799,-0.11,72.0,12.0,15.0,4.0,0.0,0.0,6.0,0.0,2.0,9.0,0.0,0.0,12.0,2.0,1.0,0.0,0.208,0.296,0.264,-0.078,46.6,1.59,1.94,0.174
6800,-0.12,23.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.174,0.24,0.261,-0.125,10.6,0.064790381109159,0.0208204040614729,0.0026804775767547
6801,-0.12,39.0,4.0,9.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,0.231,0.268,0.282,-0.089,38.9,0.27,0.28,0.025
6802,-0.12,13.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.308,0.357,0.308,-0.043,74.2,-2.9,-2.62,-0.234
6804,-0.14,148.0,17.0,39.0,4.0,0.0,9.0,28.0,0.0,1.0,6.0,1.0,0.0,39.0,5.0,2.0,2.0,0.264,0.293,0.473,-0.03,82.0,-0.07,-3.45,-0.308
6805,-0.14,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.125,0.125,0.125,-0.234,-70.7,0.0475929071509006,0.0,0.0
6806,-0.15,44.0,3.0,12.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.273,0.273,0.455,-0.055,62.8,0.0539048036334291,0.0118951791216779,0.0018275030101114
6807,-0.16,19.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.158,0.2,0.211,-0.157,-12.9,0.55,0.61,0.054
6809,-0.16,156.0,21.0,43.0,2.0,3.0,0.0,10.0,12.0,7.0,14.0,2.0,0.0,30.0,3.0,7.0,0.0,0.276,0.343,0.327,-0.029,83.4,-0.84,-1.76,-0.157
6810,-0.17,18.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.278,0.381,0.278,-0.035,78.2,0.0,0.0,0.0
6811,-0.17,24.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.208,0.231,0.208,-0.146,-4.5,-2.19,-0.96,-0.086
6813,-0.17,125.0,16.0,30.0,10.0,0.0,1.0,14.0,2.0,0.0,7.0,0.0,0.0,31.0,4.0,4.0,1.0,0.24,0.278,0.344,-0.069,53.7,0.08,-1.61,-0.144
6815,-0.18,103.0,14.0,24.0,5.0,0.0,3.0,15.0,0.0,0.0,11.0,3.0,0.0,45.0,1.0,1.0,0.0,0.233,0.325,0.369,-0.046,70.2,-0.37,-0.46,-0.041
6816,-0.19,53.0,15.0,10.0,2.0,0.0,0.0,4.0,0.0,1.0,7.0,1.0,0.0,13.0,0.0,1.0,1.0,0.189,0.29,0.226,-0.087,39.8,0.47,0.36,0.033
6817,-0.19,117.0,8.0,26.0,8.0,0.0,1.0,16.0,0.0,0.0,9.0,0.0,1.0,20.0,5.0,5.0,3.0,0.222,0.271,0.316,-0.082,45.2,-0.01,0.02,0.001
6818,-0.19,36.0,4.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.222,0.282,0.306,-0.08,46.0,-1.01,-0.92,-0.082
6820,-0.21,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,1.0,1.0,0.0,0.154,0.267,0.154,-0.127,12.1,-0.05,0.18,0.016
6821,-0.23,76.0,7.0,20.0,6.0,0.0,0.0,4.0,5.0,2.0,7.0,0.0,0.0,15.0,4.0,3.0,0.0,0.263,0.325,0.342,-0.057,63.0,-0.34,0.04,0.004
6822,-0.24,12.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.083,0.214,0.167,-0.155,-11.3,0.37,0.52,0.046
6823,-0.25,21.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.286,0.273,0.333,-0.063,57.3,0.41,-2.1,-0.188
6825,-0.29,415.0,53.0,111.0,15.0,0.0,11.0,46.0,4.0,1.0,23.0,16.0,0.0,85.0,9.0,9.0,3.0,0.267,0.328,0.383,-0.037,76.9,-0.96,-2.02,-0.181
6826,-0.29,19.0,13.0,2.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.105,0.15,0.211,-0.192,-39.5,0.077430608330566,0.0211532768158231,0.0028963729041613
6827,-0.31,245.0,31.0,60.0,9.0,0.0,5.0,30.0,1.0,0.0,15.0,12.0,0.0,67.0,8.0,0.0,2.0,0.245,0.318,0.343,-0.049,67.2,0.21,0.13,0.011
6828,-0.31,12.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.083,0.083,0.083,-0.199,-33.1,-0.75,-0.64,-0.057
6829,-0.32,9.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.111,0.2,0.111,-0.19,-37.9,-1.04,-0.83,-0.074
6830,-0.32,35.0,3.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.171,0.216,0.2,-0.16,-12.4,1.01,0.41,0.037
6831,-0.32,50.0,9.0,7.0,1.0,0.0,0.0,3.0,3.0,0.0,6.0,2.0,0.0,16.0,1.0,3.0,1.0,0.14,0.254,0.16,-0.136,7.6,-1.91,-2.2,-0.196
6832,-0.33,19.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.105,0.105,0.105,-0.246,-79.9,-0.47,-0.43,-0.038
6833,-0.33,24.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.167,0.231,0.167,-0.155,-11.4,0.0,-1.03,-0.092
6834,-0.34,27.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,0.111,0.143,0.111,-0.222,-55.9,0.74,0.97,0.086
6835,-0.34,43.0,3.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.209,0.205,0.302,-0.14,-0.1,0.0703474473487355,0.0152538830887805,0.0023496427290296
6836,-0.35,80.0,10.0,13.0,3.0,0.0,2.0,6.0,0.0,0.0,7.0,0.0,0.0,32.0,1.0,1.0,0.0,0.163,0.23,0.275,-0.104,27.2,0.02,-1.06,-0.095
6837,-0.35,134.0,12.0,28.0,2.0,2.0,2.0,18.0,1.0,0.0,27.0,0.0,2.0,37.0,5.0,6.0,1.0,0.209,0.34,0.299,-0.049,68.4,-0.97,-0.51,-0.046
6838,-0.35,96.0,3.0,21.0,7.0,0.0,1.0,9.0,0.0,0.0,5.0,0.0,0.0,18.0,4.0,0.0,1.0,0.219,0.255,0.323,-0.081,43.7,0.0636643646877017,0.0145975700435008,0.0022468493908639
6839,-0.36,27.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.111,0.167,0.222,-0.159,-14.5,0.1,0.39,0.035
6840,-0.38,80.0,11.0,17.0,2.0,0.0,2.0,10.0,1.0,1.0,2.0,1.0,0.0,22.0,4.0,1.0,2.0,0.213,0.235,0.313,-0.098,32.0,1.38,1.01,0.091
6841,-0.38,32.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.219,0.286,0.219,-0.093,34.5,-0.07,-3.85,-0.345
6842,-0.39,64.0,7.0,18.0,1.0,0.0,0.0,6.0,1.0,1.0,4.0,1.0,0.0,12.0,3.0,1.0,2.0,0.281,0.324,0.297,-0.071,51.6,0.42,1.11,0.1
6843,-0.4,30.0,6.0,8.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,0.267,0.303,0.3,-0.083,43.7,0.0640909613005141,0.0122308303615024,0.0020682037435918
6844,-0.4,41.0,7.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,11.0,1.0,2.0,0.0,0.171,0.261,0.171,-0.132,9.5,0.97,1.02,0.091
6845,-0.4,25.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.24,0.296,0.24,-0.104,26.8,-0.02,-2.38,-0.213
6846,-0.41,83.0,2.0,19.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,22.0,3.0,0.0,0.0,0.229,0.273,0.337,-0.075,47.8,0.04,0.12,0.011
6847,-0.41,212.0,27.0,48.0,13.0,1.0,5.0,27.0,9.0,6.0,23.0,3.0,0.0,54.0,4.0,6.0,1.0,0.226,0.31,0.368,-0.045,71.2,-5.61,-5.95,-0.532
6848,-0.44,69.0,4.0,15.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,2.0,4.0,0.0,0.217,0.229,0.246,-0.091,39.9,-0.74,-1.8,-0.161
6849,-0.45,327.0,57.0,90.0,18.0,1.0,8.0,43.0,15.0,4.0,17.0,4.0,0.0,100.0,9.0,4.0,1.0,0.275,0.318,0.41,-0.044,71.6,-7.49,-7.59,-0.678
6850,-0.47,42.0,8.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.167,0.167,0.19,-0.186,-28.3,0.0,0.0,0.0
6851,-0.47,77.0,10.0,19.0,5.0,0.0,0.0,7.0,0.0,0.0,13.0,1.0,0.0,22.0,2.0,2.0,1.0,0.247,0.359,0.312,-0.039,75.5,-6.38,-6.83,-0.611
6852,-0.54,304.0,34.0,77.0,16.0,0.0,7.0,31.0,3.0,1.0,46.0,16.0,3.0,79.0,10.0,0.0,2.0,0.253,0.378,0.375,-0.008,98.1,-11.46,-11.7,-1.046
6853,-0.56,264.0,27.0,61.0,2.0,0.0,0.0,21.0,10.0,8.0,20.0,4.0,0.0,45.0,1.0,13.0,1.0,0.231,0.294,0.239,-0.087,42.1,1.02,1.98,0.177
6854,-0.57,244.0,27.0,60.0,9.0,0.0,0.0,14.0,3.0,4.0,20.0,2.0,0.0,41.0,6.0,12.0,1.0,0.246,0.307,0.283,-0.063,58.6,-3.77,-4.45,-0.397
6855,-0.57,21.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.143,0.143,0.286,-0.174,-26.0,-1.54,-1.66,-0.148
6856,-0.59,26.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,0.077,0.194,0.077,-0.192,-39.4,-0.99,-1.76,-0.157
6857,-0.62,92.0,9.0,16.0,1.0,1.0,3.0,9.0,3.0,1.0,5.0,1.0,0.0,39.0,2.0,2.0,0.0,0.174,0.224,0.304,-0.126,11.6,-0.68,-0.36,-0.033
6858,-0.65,182.0,23.0,41.0,4.0,3.0,2.0,18.0,10.0,6.0,14.0,1.0,1.0,43.0,2.0,1.0,2.0,0.225,0.281,0.313,-0.081,43.9,-4.13,-4.85,-0.434
6859,-0.66,38.0,4.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,1.0,0.079,0.122,0.132,-0.228,-62.0,-2.07,-1.12,-0.1
6860,-0.66,132.0,23.0,31.0,7.0,0.0,0.0,13.0,2.0,1.0,9.0,2.0,0.0,27.0,2.0,7.0,1.0,0.235,0.292,0.288,-0.072,52.4,0.47,-0.54,-0.048
6861,-0.67,358.0,36.0,93.0,22.0,1.0,8.0,48.0,6.0,6.0,18.0,0.0,2.0,75.0,6.0,5.0,3.0,0.26,0.293,0.394,-0.032,80.3,-12.52,-13.93,-1.245
6862,-0.71,171.0,22.0,35.0,8.0,1.0,0.0,12.0,5.0,3.0,10.0,3.0,0.0,49.0,1.0,4.0,1.0,0.205,0.259,0.263,-0.101,29.9,-3.01,-2.08,-0.186
6863,-0.72,85.0,11.0,18.0,1.0,0.0,0.0,6.0,4.0,2.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.212,0.221,0.224,-0.154,-9.4,1.27,1.01,0.091
6864,-0.72,30.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,0.2,0.25,0.2,-0.133,7.5,-3.38,-4.18,-0.374
6865,-0.76,96.0,3.0,13.0,2.0,0.0,0.0,10.0,1.0,2.0,9.0,1.0,0.0,23.0,0.0,7.0,1.0,0.135,0.215,0.156,-0.148,0.3,-0.62,-1.67,-0.15
6866,-0.8,59.0,5.0,10.0,4.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,13.0,3.0,5.0,0.0,0.169,0.246,0.237,-0.13,13.4,1.85,1.3,0.116
6867,-0.9,99.0,6.0,15.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,8.0,0.0,19.0,6.0,3.0,1.0,0.152,0.234,0.182,-0.135,5.5,-0.14,-1.3,-0.117
6868,-0.9,65.0,8.0,6.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,23.0,1.0,1.0,0.0,0.092,0.119,0.154,-0.203,-45.6,-3.86,-3.12,-0.279
6869,-0.94,296.0,32.0,65.0,8.0,1.0,5.0,22.0,3.0,6.0,18.0,9.0,2.0,86.0,4.0,17.0,1.0,0.22,0.284,0.304,-0.078,48.9,-6.23,-5.4,-0.483
6870,-0.99,140.0,18.0,28.0,6.0,0.0,1.0,9.0,6.0,1.0,7.0,1.0,0.0,36.0,1.0,8.0,0.0,0.2,0.243,0.264,-0.113,23.5,0.66,0.11,0.009
6871,-1.22,314.0,29.0,80.0,11.0,3.0,4.0,28.0,0.0,1.0,7.0,3.0,2.0,38.0,11.0,1.0,1.0,0.255,0.277,0.347,-0.083,42.6,3.33,3.45,0.308
6872,-1.26,264.0,30.0,54.0,8.0,3.0,0.0,12.0,9.0,4.0,13.0,3.0,0.0,51.0,2.0,12.0,0.0,0.205,0.25,0.258,-0.101,31.4,-7.64,-6.77,-0.606
6873,-1.29,137.0,13.0,25.0,5.0,1.0,0.0,6.0,3.0,1.0,9.0,0.0,0.0,37.0,2.0,4.0,0.0,0.182,0.233,0.234,-0.13,9.7,-4.65,-5.43,-0.485
6874,-1.33,228.0,31.0,58.0,7.0,1.0,7.0,27.0,15.0,5.0,16.0,1.0,1.0,75.0,3.0,3.0,0.0,0.254,0.306,0.386,-0.047,69.7,-14.35,-15.06,-1.346
6875,-1.36,142.0,16.0,24.0,7.0,0.0,1.0,14.0,5.0,2.0,2.0,0.0,0.0,35.0,4.0,2.0,0.0,0.169,0.181,0.239,-0.159,-12.9,-0.52,-2.15,-0.192
6876,-1.99,279.0,26.0,76.0,11.0,1.0,8.0,37.0,2.0,1.0,19.0,7.0,0.0,55.0,10.0,7.0,1.0,0.272,0.333,0.405,-0.011,95.8,0.28,-40.52,-3.622
6877,7.46,519.0,99.0,195.0,46.0,2.0,31.0,144.0,2.0,2.0,83.0,9.0,8.0,83.0,12.0,0.0,7.0,0.376,0.464,0.651,0.095,171.0,-1.85,-2.93,-0.253
6878,7.14,523.0,101.0,161.0,36.0,0.0,26.0,102.0,18.0,9.0,39.0,10.0,2.0,67.0,8.0,1.0,6.0,0.308,0.363,0.526,0.046,135.9,20.12,20.82,1.798
6879,6.97,529.0,94.0,193.0,39.0,0.0,23.0,136.0,1.0,0.0,108.0,9.0,10.0,97.0,11.0,0.0,6.0,0.365,0.475,0.569,0.085,164.0,-0.1083507967120673,0.1450076063366098,0.0085179202548984
6880,6.63,500.0,106.0,144.0,24.0,1.0,40.0,106.0,1.0,2.0,77.0,23.0,2.0,126.0,6.0,0.0,6.0,0.288,0.403,0.58,0.049,138.3,9.25,8.34,0.72
6881,6.5,498.0,97.0,167.0,26.0,5.0,27.0,113.0,25.0,10.0,49.0,4.0,5.0,66.0,10.0,0.0,8.0,0.335,0.394,0.57,0.037,129.6,19.45,20.27,1.75
6882,6.48,332.0,66.0,106.0,17.0,0.0,22.0,66.0,2.0,0.0,40.0,12.0,1.0,29.0,20.0,1.0,7.0,0.319,0.404,0.569,0.069,152.7,0.87,23.14,1.998
6883,6.29,492.0,107.0,160.0,32.0,3.0,37.0,124.0,8.0,2.0,71.0,0.0,3.0,107.0,9.0,0.0,5.0,0.325,0.407,0.628,0.091,168.4,-4.83,-5.32,-0.46
